log_id,user_id,item_id,rate,rate_date,rate_timestamp
8936,374,476,2,0,0
8937,248,198,5,0,0
8938,321,8,4,0,0
8939,344,268,3,0,0
8940,151,602,4,0,0
8941,194,284,3,0,0
8942,375,583,2,0,0
8943,380,197,3,0,0
8944,381,50,5,0,0
8945,103,527,5,0,0
8946,268,153,5,0,0
8947,232,651,3,0,0
8948,88,881,5,0,0
8949,11,268,5,0,0
8950,249,68,5,0,0
8951,67,276,4,0,0
8952,177,276,5,0,0
8953,234,96,2,0,0
8954,135,33,3,0,0
8955,345,845,3,0,0
8956,332,181,5,0,0
8957,346,561,3,0,0
8958,11,739,3,0,0
8959,239,654,5,0,0
8960,276,432,5,0,0
8961,214,294,3,0,0
8962,330,603,5,0,0
8963,363,182,1,0,0
8964,337,631,4,0,0
8965,244,411,4,0,0
8966,182,172,5,0,0
8967,43,393,4,0,0
8968,64,447,4,0,0
8969,116,421,3,0,0
8970,257,288,3,0,0
8971,130,4,2,0,0
8972,54,237,4,0,0
8973,312,603,5,0,0
8974,198,629,4,0,0
8975,279,732,3,0,0
8976,320,431,5,0,0
8977,1,12,5,0,0
8978,59,568,5,0,0
8979,257,221,3,0,0
8980,329,855,4,0,0
8981,58,1104,2,0,0
8982,43,486,4,0,0
8983,339,42,4,0,0
8984,344,45,5,0,0
8985,92,471,4,0,0
8986,200,313,5,0,0
8987,347,879,3,0,0
8988,18,732,3,0,0
8989,92,596,2,0,0
8990,358,1529,3,0,0
8991,87,231,3,0,0
8992,13,118,4,0,0
8993,305,154,4,0,0
8994,212,191,3,0,0
8995,41,746,3,0,0
8996,192,301,4,0,0
8997,344,421,2,0,0
8998,360,511,5,0,0
8999,365,124,4,0,0
9000,10,164,4,0,0
9001,234,847,4,0,0
9002,271,582,3,0,0
9003,109,96,5,0,0
9004,76,150,5,0,0
9005,59,1113,4,0,0
9006,381,212,5,0,0
9007,5,109,5,0,0
9008,279,386,3,0,0
9009,64,898,2,0,0
9010,41,435,3,0,0
9011,308,843,3,0,0
9012,85,661,4,0,0
9013,339,516,4,0,0
9014,95,510,4,0,0
9015,38,404,5,0,0
9016,347,735,2,0,0
9017,125,270,4,0,0
9018,345,295,4,0,0
9019,82,1101,4,0,0
9020,11,722,3,0,0
9021,239,79,3,0,0
9022,3,318,4,0,0
9023,56,179,3,0,0
9024,59,195,5,0,0
9025,119,930,3,0,0
9026,295,1135,4,0,0
9027,347,323,1,0,0
9028,291,46,4,0,0
9029,347,216,3,0,0
9030,337,257,3,0,0
9031,87,679,3,0,0
9032,381,281,2,0,0
9033,215,451,3,0,0
9034,177,948,2,0,0
9035,292,226,4,0,0
9036,314,1054,1,0,0
9037,256,294,3,0,0
9038,90,86,5,0,0
9039,267,622,3,0,0
9040,315,211,4,0,0
9041,62,209,4,0,0
9042,125,485,5,0,0
9043,345,317,4,0,0
9044,312,96,5,0,0
9045,201,68,2,0,0
9046,253,175,2,0,0
9047,152,204,4,0,0
9048,271,224,4,0,0
9049,313,1066,2,0,0
9050,99,363,4,0,0
9051,326,144,5,0,0
9052,26,343,3,0,0
9053,270,553,1,0,0
9054,206,873,3,0,0
9055,379,202,5,0,0
9056,70,527,4,0,0
9057,181,978,1,0,0
9058,94,156,5,0,0
9059,86,1175,5,0,0
9060,68,288,4,0,0
9061,60,71,3,0,0
9062,151,393,2,0,0
9063,22,435,5,0,0
9064,198,172,4,0,0
9065,96,474,4,0,0
9066,305,239,3,0,0
9067,301,182,5,0,0
9068,32,866,3,0,0
9069,279,114,5,0,0
9070,10,191,5,0,0
9071,279,207,5,0,0
9072,321,143,3,0,0
9073,10,496,5,0,0
9074,130,134,5,0,0
9075,26,871,2,0,0
9076,13,539,1,0,0
9077,49,594,3,0,0
9078,56,692,4,0,0
9079,318,127,5,0,0
9080,159,881,1,0,0
9081,130,940,3,0,0
9082,348,147,5,0,0
9083,243,582,5,0,0
9084,15,18,1,0,0
9085,85,514,5,0,0
9086,135,379,2,0,0
9087,286,512,2,0,0
9088,276,1274,1,0,0
9089,102,239,3,0,0
9090,293,871,1,0,0
9091,43,161,4,0,0
9092,290,622,3,0,0
9093,176,100,5,0,0
9094,226,14,5,0,0
9095,361,238,4,0,0
9096,38,383,2,0,0
9097,329,924,3,0,0
9098,378,65,3,0,0
9099,26,315,3,0,0
9100,5,230,3,0,0
9101,269,142,1,0,0
9102,43,275,4,0,0
9103,297,7,4,0,0
9104,151,735,5,0,0
9105,124,79,3,0,0
9106,23,405,4,0,0
9107,373,1135,3,0,0
9108,327,1141,3,0,0
9109,188,98,5,0,0
9110,69,591,3,0,0
9111,345,282,3,0,0
9112,194,417,2,0,0
9113,311,187,4,0,0
9114,204,286,3,0,0
9115,215,8,2,0,0
9116,18,970,3,0,0
9117,85,283,3,0,0
9118,96,173,3,0,0
9119,277,302,4,0,0
9120,327,25,2,0,0
9121,301,8,4,0,0
9122,33,895,3,0,0
9123,118,23,5,0,0
9124,280,542,3,0,0
9125,280,1479,3,0,0
9126,201,333,2,0,0
9127,7,570,3,0,0
9128,303,164,4,0,0
9129,69,748,2,0,0
9130,73,507,3,0,0
9131,296,10,2,0,0
9132,209,321,4,0,0
9133,94,420,4,0,0
9134,179,310,4,0,0
9135,188,38,3,0,0
9136,286,1113,3,0,0
9137,354,208,4,0,0
9138,119,385,5,0,0
9139,188,77,4,0,0
9140,184,124,5,0,0
9141,268,781,3,0,0
9142,125,28,4,0,0
9143,60,489,5,0,0
9144,220,343,3,0,0
9145,177,196,3,0,0
9146,129,307,2,0,0
9147,339,550,2,0,0
9148,378,289,5,0,0
9149,279,173,5,0,0
9150,314,105,4,0,0
9151,295,68,4,0,0
9152,145,105,2,0,0
9153,246,541,3,0,0
9154,234,117,2,0,0
9155,58,182,4,0,0
9156,108,237,3,0,0
9157,16,164,5,0,0
9158,139,303,5,0,0
9159,316,265,3,0,0
9160,337,230,5,0,0
9161,116,332,3,0,0
9162,92,376,3,0,0
9163,152,241,4,0,0
9164,168,748,2,0,0
9165,255,841,1,0,0
9166,265,181,2,0,0
9167,236,222,4,0,0
9168,326,659,4,0,0
9169,217,258,1,0,0
9170,312,209,3,0,0
9171,1,14,5,0,0
9172,287,591,5,0,0
9173,294,689,3,0,0
9174,314,255,5,0,0
9175,189,1403,4,0,0
9176,107,300,1,0,0
9177,267,250,5,0,0
9178,344,190,5,0,0
9179,151,65,4,0,0
9180,343,367,4,0,0
9181,10,385,4,0,0
9182,70,383,2,0,0
9183,109,131,1,0,0
9184,373,399,3,0,0
9185,378,1478,3,0,0
9186,125,64,5,0,0
9187,378,274,3,0,0
9188,41,98,4,0,0
9189,54,147,5,0,0
9190,213,514,5,0,0
9191,254,843,2,0,0
9192,334,245,2,0,0
9193,224,518,1,0,0
9194,31,493,5,0,0
9195,10,519,5,0,0
9196,125,25,1,0,0
9197,92,88,3,0,0
9198,194,26,3,0,0
9199,13,265,4,0,0
9200,279,578,4,0,0
9201,301,216,4,0,0
9202,2,303,4,0,0
9203,326,451,2,0,0
9204,188,205,3,0,0
9205,338,511,4,0,0
9206,328,482,3,0,0
9207,269,506,5,0,0
9208,125,407,2,0,0
9209,85,275,3,0,0
9210,92,181,4,0,0
9211,15,286,2,0,0
9212,374,162,2,0,0
9213,148,169,5,0,0
9214,54,257,4,0,0
9215,276,1228,1,0,0
9216,268,679,4,0,0
9217,385,1367,5,0,0
9218,56,181,5,0,0
9219,271,15,3,0,0
9220,308,184,4,0,0
9221,64,7,4,0,0
9222,330,38,4,0,0
9223,263,886,2,0,0
9224,244,180,4,0,0
9225,1,97,3,0,0
9226,156,211,4,0,0
9227,62,155,1,0,0
9228,271,170,5,0,0
9229,250,480,5,0,0
9230,295,419,4,0,0
9231,314,869,4,0,0
9232,346,72,3,0,0
9233,5,388,2,0,0
9234,347,87,3,0,0
9235,166,343,4,0,0
9236,194,366,2,0,0
9237,90,197,5,0,0
9238,193,174,4,0,0
9239,54,127,4,0,0
9240,201,265,3,0,0
9241,128,56,3,0,0
9242,342,974,2,0,0
9243,12,276,4,0,0
9244,276,121,4,0,0
9245,49,151,5,0,0
9246,377,354,4,0,0
9247,59,735,5,0,0
9248,219,303,4,0,0
9249,276,238,5,0,0
9250,59,125,3,0,0
9251,385,209,4,0,0
9252,373,290,5,0,0
9253,313,73,5,0,0
9254,308,205,3,0,0
9255,182,864,4,0,0
9256,1,44,5,0,0
9257,236,420,4,0,0
9258,321,474,4,0,0
9259,380,530,5,0,0
9260,288,887,5,0,0
9261,232,56,5,0,0
9262,90,203,5,0,0
9263,8,172,5,0,0
9264,308,1006,4,0,0
9265,303,210,4,0,0
9266,139,458,4,0,0
9267,145,1090,2,0,0
9268,90,962,2,0,0
9269,43,321,3,0,0
9270,66,471,5,0,0
9271,277,286,5,0,0
9272,293,82,4,0,0
9273,201,462,1,0,0
9274,267,449,3,0,0
9275,267,175,5,0,0
9276,279,101,3,0,0
9277,363,336,4,0,0
9278,340,418,5,0,0
9279,59,448,4,0,0
9280,64,216,4,0,0
9281,355,882,4,0,0
9282,208,430,4,0,0
9283,56,96,5,0,0
9284,84,237,4,0,0
9285,373,230,4,0,0
9286,74,100,4,0,0
9287,291,1244,4,0,0
9288,128,294,4,0,0
9289,186,554,1,0,0
9290,330,213,5,0,0
9291,293,208,3,0,0
9292,92,32,3,0,0
9293,18,57,4,0,0
9294,119,451,5,0,0
9295,99,237,5,0,0
9296,168,258,4,0,0
9297,43,50,4,0,0
9298,119,274,4,0,0
9299,151,837,4,0,0
9300,59,136,3,0,0
9301,230,153,5,0,0
9302,23,504,4,0,0
9303,131,14,5,0,0
9304,95,117,4,0,0
9305,85,8,4,0,0
9306,379,637,2,0,0
9307,25,135,3,0,0
9308,1,53,3,0,0
9309,314,1221,3,0,0
9310,181,740,2,0,0
9311,253,527,5,0,0
9312,172,478,3,0,0
9313,249,100,5,0,0
9314,344,87,4,0,0
9315,308,183,4,0,0
9316,330,1016,3,0,0
9317,130,353,1,0,0
9318,232,313,3,0,0
9319,378,196,4,0,0
9320,49,52,2,0,0
9321,313,448,3,0,0
9322,42,265,3,0,0
9323,313,100,5,0,0
9324,94,806,4,0,0
9325,7,567,1,0,0
9326,97,168,4,0,0
9327,235,292,3,0,0
9328,58,240,4,0,0
9329,325,325,1,0,0
9330,84,64,5,0,0
9331,60,186,4,0,0
9332,292,475,5,0,0
9333,94,258,5,0,0
9334,316,19,5,0,0
9335,94,483,5,0,0
9336,43,1,5,0,0
9337,218,654,4,0,0
9338,102,746,2,0,0
9339,367,760,4,0,0
9340,224,387,4,0,0
9341,7,637,4,0,0
9342,357,294,4,0,0
9343,296,277,5,0,0
9344,292,511,5,0,0
9345,79,370,2,0,0
9346,184,693,3,0,0
9347,382,127,3,0,0
9348,70,228,5,0,0
9349,38,218,3,0,0
9350,197,321,3,0,0
9351,7,624,4,0,0
9352,373,151,4,0,0
9353,378,215,4,0,0
9354,307,450,2,0,0
9355,350,530,4,0,0
9356,271,52,4,0,0
9357,13,854,1,0,0
9358,188,419,5,0,0
9359,178,22,5,0,0
9360,104,25,3,0,0
9361,320,278,3,0,0
9362,345,451,5,0,0
9363,64,582,4,0,0
9364,167,1309,1,0,0
9365,232,181,4,0,0
9366,89,737,1,0,0
9367,328,234,4,0,0
9368,295,737,5,0,0
9369,233,654,4,0,0
9370,235,346,4,0,0
9371,214,221,5,0,0
9372,374,111,2,0,0
9373,279,1133,2,0,0
9374,378,542,4,0,0
9375,249,198,5,0,0
9376,21,820,3,0,0
9377,125,1183,2,0,0
9378,6,125,3,0,0
9379,137,183,5,0,0
9380,194,185,4,0,0
9381,332,1218,5,0,0
9382,347,85,5,0,0
9383,1,163,4,0,0
9384,286,50,4,0,0
9385,181,149,1,0,0
9386,21,844,4,0,0
9387,299,318,4,0,0
9388,18,195,3,0,0
9389,232,194,4,0,0
9390,279,556,3,0,0
9391,57,975,3,0,0
9392,125,940,2,0,0
9393,194,527,4,0,0
9394,163,64,4,0,0
9395,257,237,2,0,0
9396,22,121,3,0,0
9397,64,229,4,0,0
9398,173,260,4,0,0
9399,265,15,3,0,0
9400,210,176,4,0,0
9401,291,174,5,0,0
9402,281,538,4,0,0
9403,79,301,3,0,0
9404,244,191,5,0,0
9405,248,210,3,0,0
9406,342,175,5,0,0
9407,236,111,4,0,0
9408,297,1296,4,0,0
9409,159,678,5,0,0
9410,255,565,1,0,0
9411,286,309,5,0,0
9412,318,88,4,0,0
9413,77,174,5,0,0
9414,109,252,5,0,0
9415,244,1045,5,0,0
9416,264,4,4,0,0
9417,128,190,4,0,0
9418,158,163,4,0,0
9419,83,609,4,0,0
9420,23,380,5,0,0
9421,214,313,4,0,0
9422,110,783,3,0,0
9423,308,219,3,0,0
9424,159,286,1,0,0
9425,113,327,5,0,0
9426,178,83,4,0,0
9427,254,214,1,0,0
9428,30,1007,5,0,0
9429,109,322,2,0,0
9430,73,923,3,0,0
9431,291,567,5,0,0
9432,60,480,4,0,0
9433,296,238,4,0,0
9434,356,689,5,0,0
9435,362,258,4,0,0
9436,16,69,5,0,0
9437,318,501,4,0,0
9438,227,286,3,0,0
9439,271,54,3,0,0
9440,184,553,3,0,0
9441,256,1207,3,0,0
9442,210,73,5,0,0
9443,321,215,3,0,0
9444,221,623,3,0,0
9445,311,136,5,0,0
9446,130,254,2,0,0
9447,293,1147,4,0,0
9448,115,466,5,0,0
9449,207,187,5,0,0
9450,346,932,2,0,0
9451,168,123,3,0,0
9452,327,238,4,0,0
9453,31,321,4,0,0
9454,182,763,3,0,0
9455,224,724,3,0,0
9456,352,216,4,0,0
9457,105,272,4,0,0
9458,90,177,5,0,0
9459,311,161,4,0,0
9460,213,735,5,0,0
9461,60,660,4,0,0
9462,8,511,5,0,0
9463,126,289,3,0,0
9464,247,50,5,0,0
9465,217,174,3,0,0
9466,34,299,5,0,0
9467,109,223,4,0,0
9468,59,659,3,0,0
9469,177,403,5,0,0
9470,311,418,4,0,0
9471,181,256,1,0,0
9472,99,369,4,0,0
9473,3,300,2,0,0
9474,137,235,5,0,0
9475,20,1,3,0,0
9476,287,111,3,0,0
9477,224,751,3,0,0
9478,298,651,5,0,0
9479,287,240,2,0,0
9480,56,73,4,0,0
9481,345,866,3,0,0
9482,110,232,3,0,0
9483,83,720,4,0,0
9484,387,1166,3,0,0
9485,43,47,1,0,0
9486,363,183,4,0,0
9487,6,484,5,0,0
9488,347,288,5,0,0
9489,224,148,3,0,0
9490,299,959,2,0,0
9491,280,499,4,0,0
9492,256,728,4,0,0
9493,378,191,5,0,0
9494,262,22,4,0,0
9495,90,707,5,0,0
9496,363,802,2,0,0
9497,337,1133,4,0,0
9498,7,82,3,0,0
9499,28,228,5,0,0
9500,151,1197,5,0,0
9501,64,38,3,0,0
9502,25,151,4,0,0
9503,262,98,4,0,0
9504,181,125,3,0,0
9505,97,97,5,0,0
9506,385,606,4,0,0
9507,62,235,4,0,0
9508,271,192,5,0,0
9509,20,69,1,0,0
9510,81,274,3,0,0
9511,271,328,2,0,0
9512,261,1025,5,0,0
9513,363,134,2,0,0
9514,70,211,3,0,0
9515,201,406,1,0,0
9516,92,189,4,0,0
9517,92,191,4,0,0
9518,77,210,3,0,0
9519,95,204,5,0,0
9520,372,635,5,0,0
9521,239,497,4,0,0
9522,89,716,3,0,0
9523,13,514,5,0,0
9524,374,125,5,0,0
9525,332,97,5,0,0
9526,339,478,5,0,0
9527,249,121,3,0,0
9528,152,162,5,0,0
9529,222,7,5,0,0
9530,360,14,5,0,0
9531,374,1028,1,0,0
9532,85,1153,4,0,0
9533,145,928,3,0,0
9534,106,86,3,0,0
9535,298,993,4,0,0
9536,151,489,5,0,0
9537,102,358,3,0,0
9538,68,50,5,0,0
9539,374,292,4,0,0
9540,56,746,4,0,0
9541,151,231,1,0,0
9542,9,6,5,0,0
9543,113,976,5,0,0
9544,295,215,5,0,0
9545,347,300,5,0,0
9546,13,752,1,0,0
9547,303,582,4,0,0
9548,194,58,4,0,0
9549,168,25,5,0,0
9550,311,188,4,0,0
9551,330,275,5,0,0
9552,360,134,5,0,0
9553,11,744,4,0,0
9554,158,825,4,0,0
9555,215,210,4,0,0
9556,311,402,4,0,0
9557,142,89,3,0,0
9558,330,255,4,0,0
9559,280,420,3,0,0
9560,387,56,5,0,0
9561,260,326,5,0,0
9562,90,611,5,0,0
9563,263,318,5,0,0
9564,96,478,2,0,0
9565,303,476,3,0,0
9566,58,193,3,0,0
9567,1,210,4,0,0
9568,181,368,1,0,0
9569,59,692,3,0,0
9570,58,1069,2,0,0
9571,178,1283,3,0,0
9572,327,127,4,0,0
9573,253,282,4,0,0
9574,201,673,3,0,0
9575,201,1427,2,0,0
9576,145,924,2,0,0
9577,232,96,5,0,0
9578,77,69,3,0,0
9579,246,469,3,0,0
9580,342,191,5,0,0
9581,18,185,3,0,0
9582,174,29,2,0,0
9583,343,951,1,0,0
9584,318,12,4,0,0
9585,181,1385,1,0,0
9586,259,180,5,0,0
9587,328,483,5,0,0
9588,219,546,4,0,0
9589,54,273,4,0,0
9590,13,857,3,0,0
9591,296,485,5,0,0
9592,178,89,4,0,0
9593,364,690,4,0,0
9594,112,678,3,0,0
9595,292,484,5,0,0
9596,10,156,4,0,0
9597,265,742,5,0,0
9598,354,508,3,0,0
9599,308,822,4,0,0
9600,373,241,5,0,0
9601,276,941,3,0,0
9602,328,148,3,0,0
9603,6,458,1,0,0
9604,178,286,3,0,0
9605,82,310,4,0,0
9606,303,183,5,0,0
9607,339,231,2,0,0
9608,359,751,4,0,0
9609,200,174,5,0,0
9610,336,208,2,0,0
9611,378,151,3,0,0
9612,213,684,4,0,0
9613,381,647,4,0,0
9614,354,268,4,0,0
9615,36,882,5,0,0
9616,270,218,5,0,0
9617,62,118,2,0,0
9618,198,184,3,0,0
9619,363,237,2,0,0
9620,94,222,3,0,0
9621,151,736,4,0,0
9622,6,199,4,0,0
9623,378,793,3,0,0
9624,332,235,3,0,0
9625,294,826,1,0,0
9626,363,270,2,0,0
9627,150,50,5,0,0
9628,295,498,5,0,0
9629,366,448,5,0,0
9630,36,682,1,0,0
9631,311,515,4,0,0
9632,348,975,4,0,0
9633,118,436,5,0,0
9634,92,190,4,0,0
9635,280,449,3,0,0
9636,291,72,4,0,0
9637,13,615,4,0,0
9638,310,257,5,0,0
9639,5,227,4,0,0
9640,358,643,3,0,0
9641,303,67,5,0,0
9642,345,221,5,0,0
9643,276,366,3,0,0
9644,385,221,5,0,0
9645,174,66,5,0,0
9646,201,193,3,0,0
9647,56,51,3,0,0
9648,72,265,4,0,0
9649,342,56,5,0,0
9650,276,840,3,0,0
9651,361,498,4,0,0
9652,249,172,3,0,0
9653,293,158,2,0,0
9654,85,300,3,0,0
9655,21,121,1,0,0
9656,330,485,5,0,0
9657,328,231,2,0,0
9658,92,129,4,0,0
9659,369,948,2,0,0
9660,299,1039,4,0,0
9661,56,391,3,0,0
9662,322,318,4,0,0
9663,373,420,4,0,0
9664,316,289,2,0,0
9665,177,47,3,0,0
9666,276,751,4,0,0
9667,48,266,3,0,0
9668,385,524,5,0,0
9669,109,472,2,0,0
9670,69,333,3,0,0
9671,224,223,3,0,0
9672,49,101,3,0,0
9673,328,218,4,0,0
9674,56,383,2,0,0
9675,264,153,5,0,0
9676,10,703,5,0,0
9677,296,846,2,0,0
9678,215,238,2,0,0
9679,92,31,4,0,0
9680,270,13,4,0,0
9681,305,557,4,0,0
9682,59,169,4,0,0
9683,365,287,4,0,0
9684,387,218,3,0,0
9685,75,137,4,0,0
9686,178,367,4,0,0
9687,92,11,4,0,0
9688,208,381,3,0,0
9689,23,229,3,0,0
9690,58,275,5,0,0
9691,15,148,3,0,0
9692,18,186,4,0,0
9693,1,184,4,0,0
9694,87,96,5,0,0
9695,119,742,5,0,0
9696,13,720,4,0,0
9697,94,1044,4,0,0
9698,295,226,4,0,0
9699,169,260,1,0,0
9700,387,180,4,0,0
9701,339,673,5,0,0
9702,326,566,4,0,0
9703,357,7,3,0,0
9704,115,511,5,0,0
9705,151,503,3,0,0
9706,323,332,3,0,0
9707,110,779,3,0,0
9708,291,28,4,0,0
9709,360,195,3,0,0
9710,178,99,4,0,0
9711,158,176,4,0,0
9712,201,596,4,0,0
9713,22,176,5,0,0
9714,195,831,2,0,0
9715,6,183,4,0,0
9716,286,738,5,0,0
9717,184,231,3,0,0
9718,199,988,1,0,0
9719,263,294,2,0,0
9720,293,425,4,0,0
9721,13,887,5,0,0
9722,43,596,3,0,0
9723,1,157,4,0,0
9724,181,10,2,0,0
9725,366,672,5,0,0
9726,13,683,1,0,0
9727,230,607,3,0,0
9728,266,272,4,0,0
9729,323,245,2,0,0
9730,194,215,3,0,0
9731,168,472,3,0,0
9732,346,546,4,0,0
9733,99,676,4,0,0
9734,21,758,1,0,0
9735,303,186,4,0,0
9736,310,14,5,0,0
9737,268,139,2,0,0
9738,270,295,5,0,0
9739,263,134,5,0,0
9740,388,313,5,0,0
9741,207,1226,2,0,0
9742,267,552,3,0,0
9743,90,100,5,0,0
9744,11,9,5,0,0
9745,354,175,5,0,0
9746,43,49,4,0,0
9747,92,581,4,0,0
9748,321,135,4,0,0
9749,265,125,4,0,0
9750,80,269,3,0,0
9751,60,493,5,0,0
9752,79,6,4,0,0
9753,72,509,4,0,0
9754,373,427,4,0,0
9755,62,232,3,0,0
9756,327,233,3,0,0
9757,246,1101,5,0,0
9758,236,596,4,0,0
9759,269,139,1,0,0
9760,178,204,4,0,0
9761,387,514,3,0,0
9762,222,780,3,0,0
9763,37,24,4,0,0
9764,49,143,3,0,0
9765,235,135,4,0,0
9766,385,4,2,0,0
9767,89,694,5,0,0
9768,268,209,4,0,0
9769,13,269,2,0,0
9770,59,202,4,0,0
9771,378,272,4,0,0
9772,225,143,2,0,0
9773,386,455,3,0,0
9774,119,209,4,0,0
9775,272,22,5,0,0
9776,286,354,4,0,0
9777,190,269,4,0,0
9778,374,122,2,0,0
9779,178,465,3,0,0
9780,38,94,5,0,0
9781,374,581,4,0,0
9782,178,244,1,0,0
9783,29,1018,4,0,0
9784,359,831,3,0,0
9785,92,98,5,0,0
9786,244,168,5,0,0
9787,76,64,5,0,0
9788,344,1007,4,0,0
9789,387,199,4,0,0
9790,193,33,3,0,0
9791,292,628,3,0,0
9792,280,576,3,0,0
9793,238,1190,3,0,0
9794,290,164,4,0,0
9795,380,132,4,0,0
9796,83,768,4,0,0
9797,248,515,5,0,0
9798,178,183,4,0,0
9799,178,342,4,0,0
9800,373,89,5,0,0
9801,122,191,5,0,0
9802,174,862,1,0,0
9803,297,273,4,0,0
9804,378,1180,3,0,0
9805,299,1020,4,0,0
9806,184,511,4,0,0
9807,301,31,3,0,0
9808,178,1169,4,0,0
9809,276,1044,3,0,0
9810,321,276,3,0,0
9811,195,1089,4,0,0
9812,1,201,3,0,0
9813,239,1192,1,0,0
9814,149,308,2,0,0
9815,234,1149,3,0,0
9816,331,653,3,0,0
9817,344,244,3,0,0
9818,134,339,2,0,0
9819,128,322,2,0,0
9820,30,255,4,0,0
9821,178,566,4,0,0
9822,83,932,4,0,0
9823,200,685,4,0,0
9824,310,274,3,0,0
9825,389,955,4,0,0
9826,65,661,4,0,0
9827,330,208,5,0,0
9828,363,163,3,0,0
9829,208,211,5,0,0
9830,198,748,2,0,0
9831,179,272,5,0,0
9832,273,690,4,0,0
9833,85,492,4,0,0
9834,121,126,3,0,0
9835,14,813,2,0,0
9836,264,672,3,0,0
9837,340,265,5,0,0
9838,280,690,2,0,0
9839,314,1220,5,0,0
9840,67,827,3,0,0
9841,194,471,3,0,0
9842,18,463,4,0,0
9843,308,45,4,0,0
9844,89,93,2,0,0
9845,267,575,3,0,0
9846,222,125,5,0,0
9847,268,978,2,0,0
9848,210,25,4,0,0
9849,302,307,4,0,0
9850,207,540,3,0,0
9851,15,864,4,0,0
9852,125,116,4,0,0
9853,62,225,3,0,0
9854,260,682,4,0,0
9855,299,100,3,0,0
9856,351,313,5,0,0
9857,356,272,5,0,0
9858,297,143,5,0,0
9859,288,300,5,0,0
9860,249,174,4,0,0
9861,385,367,4,0,0
9862,373,625,4,0,0
9863,387,414,4,0,0
9864,381,191,5,0,0
9865,309,324,3,0,0
9866,45,15,4,0,0
9867,56,56,5,0,0
9868,55,254,2,0,0
9869,318,105,1,0,0
9870,95,554,3,0,0
9871,41,69,4,0,0
9872,379,520,5,0,0
9873,184,766,3,0,0
9874,201,544,2,0,0
9875,243,387,4,0,0
9876,293,401,1,0,0
9877,6,499,4,0,0
9878,321,124,3,0,0
9879,172,183,5,0,0
9880,76,1158,4,0,0
9881,197,690,3,0,0
9882,16,418,5,0,0
9883,299,216,5,0,0
9884,99,1067,4,0,0
9885,340,186,4,0,0
9886,64,1139,1,0,0
9887,181,834,3,0,0
9888,246,1,4,0,0
9889,80,194,3,0,0
9890,128,238,4,0,0
9891,201,684,3,0,0
9892,371,24,4,0,0
9893,95,403,1,0,0
9894,174,1053,5,0,0
9895,85,449,4,0,0
9896,387,692,1,0,0
9897,234,210,3,0,0
9898,21,860,2,0,0
9899,72,504,4,0,0
9900,13,124,5,0,0
9901,3,345,3,0,0
9902,344,288,4,0,0
9903,254,967,3,0,0
9904,326,399,4,0,0
9905,246,588,4,0,0
9906,272,498,4,0,0
9907,235,193,5,0,0
9908,237,83,4,0,0
9909,181,1017,1,0,0
9910,281,877,4,0,0
9911,99,100,5,0,0
9912,141,225,3,0,0
9913,296,172,5,0,0
9914,89,121,5,0,0
9915,259,313,5,0,0
9916,6,197,5,0,0
9917,128,151,3,0,0
9918,347,588,3,0,0
9919,7,177,4,0,0
9920,334,170,3,0,0
9921,234,928,2,0,0
9922,102,443,3,0,0
9923,7,471,4,0,0
9924,141,405,3,0,0
9925,31,514,5,0,0
9926,271,258,3,0,0
9927,254,610,2,0,0
9928,236,237,4,0,0
9929,52,287,5,0,0
9930,214,50,3,0,0
9931,315,504,3,0,0
9932,61,1127,4,0,0
9933,181,1057,2,0,0
9934,312,919,3,0,0
9935,87,39,3,0,0
9936,63,1008,3,0,0
9937,85,108,2,0,0
9938,256,181,4,0,0
9939,279,571,4,0,0
9940,26,117,3,0,0
9941,290,432,5,0,0
9942,236,1013,2,0,0
9943,387,520,4,0,0
9944,119,109,5,0,0
9945,346,809,3,0,0
9946,339,523,5,0,0
9947,222,529,2,0,0
9948,230,8,5,0,0
9949,329,338,2,0,0
9950,184,647,5,0,0
9951,292,855,5,0,0
9952,60,207,3,0,0
9953,246,895,5,0,0
9954,231,252,4,0,0
9955,144,762,3,0,0
9956,254,755,3,0,0
9957,5,397,2,0,0
9958,303,473,4,0,0
9959,151,203,3,0,0
9960,168,117,5,0,0
9961,323,151,4,0,0
9962,90,995,4,0,0
9963,354,657,4,0,0
9964,372,200,5,0,0
9965,339,67,3,0,0
9966,284,328,4,0,0
9967,349,847,4,0,0
9968,177,508,4,0,0
9969,289,24,4,0,0
9970,262,195,2,0,0
9971,318,419,5,0,0
9972,1,150,5,0,0
9973,380,177,3,0,0
9974,23,549,3,0,0
9975,65,173,3,0,0
9976,56,435,3,0,0
9977,210,403,4,0,0
9978,147,340,4,0,0
9979,339,28,4,0,0
9980,12,753,5,0,0
9981,2,308,3,0,0
9982,264,283,5,0,0
9983,345,315,5,0,0
9984,193,111,1,0,0
9985,301,7,4,0,0
9986,373,68,5,0,0
9987,94,38,2,0,0
9988,357,833,4,0,0
9989,26,237,3,0,0
9990,316,197,4,0,0
9991,293,164,4,0,0
9992,217,226,1,0,0
9993,145,413,3,0,0
9994,371,177,4,0,0
9995,286,477,3,0,0
9996,74,150,3,0,0
9997,178,195,4,0,0
9998,321,527,3,0,0
9999,337,742,5,0,0
10000,90,190,5,0,0
10001,56,189,4,0,0
10002,325,403,2,0,0
10003,336,845,1,0,0
10004,13,802,2,0,0
