user_id,item_list
125,"Godfather, The (1972)|userCF_rec;Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Fargo (1996)|userCF_rec;Titanic (1997)|userCF_rec;Rear Window (1954)|userCF_rec;Blade Runner (1982)|userCF_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Close Shave, A (1995)|userCF_rec;Boot, Das (1981)|userCF_rec;12 Angry Men (1957)|userCF_rec"
126,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Godfather, The (1972)|userCF_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec"
127,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Godfather, The (1972)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec;Fargo (1996)|hotest_rec"
128,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Blade Runner (1982)|userCF_rec;Braveheart (1995)|userCF_rec;Close Shave, A (1995)|userCF_rec;Boot, Das (1981)|userCF_rec"
129,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|userCF_rec;Shawshank Redemption, The (1994)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Casablanca (1942)|userCF_rec;Fargo (1996)|userCF_rec"
130,"Schindler's List (1993)|userCF_rec;Godfather, The (1972)|userCF_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Casablanca (1942)|userCF_rec;Rear Window (1954)|userCF_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;Amadeus (1984)|userCF_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Close Shave, A (1995)|userCF_rec;Boot, Das (1981)|userCF_rec;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|userCF_rec;12 Angry Men (1957)|userCF_rec"
131,"Star Wars (1977)|userCF_rec;Schindler's List (1993)|userCF_rec;Shawshank Redemption, The (1994)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Raiders of the Lost Ark (1981)|userCF_rec;Godfather, The (1972)|hotest_rec;Titanic (1997)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Empire Strikes Back, The (1980)|hotest_rec;Casablanca (1942)|userCF_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Rear Window (1954)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec"
132,"Schindler's List (1993)|userCF_rec;Shawshank Redemption, The (1994)|userCF_rec;Silence of the Lambs, The (1991)|userCF_rec;Raiders of the Lost Ark (1981)|userCF_rec;Casablanca (1942)|userCF_rec;Titanic (1997)|userCF_rec;Empire Strikes Back, The (1980)|userCF_rec;Star Wars (1977)|hotest_rec;Rear Window (1954)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Amadeus (1984)|userCF_rec;Godfather, The (1972)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec"
133,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Fargo (1996)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec"
134,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec"
135,"Star Wars (1977)|userCF_rec;Schindler's List (1993)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Casablanca (1942)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec"
136,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;L.A. Confidential (1997)|hotest_rec;Casablanca (1942)|userCF_rec;Fargo (1996)|hotest_rec;Rear Window (1954)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Amadeus (1984)|userCF_rec"
137,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec;Rear Window (1954)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec"
138,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Amadeus (1984)|userCF_rec;Blade Runner (1982)|userCF_rec;To Kill a Mockingbird (1962)|userCF_rec"
139,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Fargo (1996)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec;Rear Window (1954)|userCF_rec"
140,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec"
141,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec;Rear Window (1954)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Amadeus (1984)|userCF_rec"
142,"Star Wars (1977)|userCF_rec;Schindler's List (1993)|userCF_rec;Shawshank Redemption, The (1994)|userCF_rec;Godfather, The (1972)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Casablanca (1942)|userCF_rec;Fargo (1996)|hotest_rec"
143,"Star Wars (1977)|userCF_rec;Schindler's List (1993)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec;Fargo (1996)|hotest_rec"
144,"Casablanca (1942)|userCF_rec;Schindler's List (1993)|hotest_rec;Rear Window (1954)|userCF_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;To Kill a Mockingbird (1962)|userCF_rec;Close Shave, A (1995)|userCF_rec;Boot, Das (1981)|userCF_rec;12 Angry Men (1957)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec;Vertigo (1958)|userCF_rec;Good Will Hunting (1997)|userCF_rec;Fugitive, The (1993)|userCF_rec"
145,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Casablanca (1942)|userCF_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Amadeus (1984)|userCF_rec;To Kill a Mockingbird (1962)|userCF_rec;Close Shave, A (1995)|userCF_rec;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|userCF_rec;12 Angry Men (1957)|userCF_rec;North by Northwest (1959)|userCF_rec"
146,"Star Wars (1977)|userCF_rec;Schindler's List (1993)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec"
147,"Star Wars (1977)|userCF_rec;Schindler's List (1993)|userCF_rec;Shawshank Redemption, The (1994)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|userCF_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec"
148,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec;Rear Window (1954)|userCF_rec;To Kill a Mockingbird (1962)|userCF_rec;Braveheart (1995)|userCF_rec;Boot, Das (1981)|userCF_rec"
149,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec"
150,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Casablanca (1942)|userCF_rec;Fargo (1996)|hotest_rec;Rear Window (1954)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec"
151,"Schindler's List (1993)|hotest_rec;Godfather, The (1972)|userCF_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Braveheart (1995)|userCF_rec;Boot, Das (1981)|userCF_rec;Vertigo (1958)|userCF_rec;Good Will Hunting (1997)|userCF_rec;Godfather: Part II, The (1974)|userCF_rec;Lawrence of Arabia (1962)|userCF_rec;Secrets & Lies (1996)|userCF_rec;Taxi Driver (1976)|userCF_rec"
152,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Usual Suspects, The (1995)|userCF_rec;Rear Window (1954)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec"
153,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Raiders of the Lost Ark (1981)|hotest_rec;Casablanca (1942)|userCF_rec;Fargo (1996)|userCF_rec;Titanic (1997)|userCF_rec;Rear Window (1954)|userCF_rec;Amadeus (1984)|userCF_rec;Princess Bride, The (1987)|userCF_rec;Blade Runner (1982)|userCF_rec;Empire Strikes Back, The (1980)|hotest_rec;L.A. Confidential (1997)|hotest_rec"
154,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|userCF_rec;Raiders of the Lost Ark (1981)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;Fargo (1996)|userCF_rec;L.A. Confidential (1997)|hotest_rec;Rear Window (1954)|userCF_rec"
155,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec"
156,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Casablanca (1942)|userCF_rec;Rear Window (1954)|userCF_rec;Amadeus (1984)|userCF_rec"
157,"Schindler's List (1993)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Silence of the Lambs, The (1991)|userCF_rec;Raiders of the Lost Ark (1981)|userCF_rec;Star Wars (1977)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec;Godfather, The (1972)|hotest_rec;Empire Strikes Back, The (1980)|userCF_rec;Titanic (1997)|hotest_rec;Rear Window (1954)|userCF_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Amadeus (1984)|userCF_rec"
158,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Rear Window (1954)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Amadeus (1984)|userCF_rec;To Kill a Mockingbird (1962)|userCF_rec;Boot, Das (1981)|userCF_rec"
159,"Star Wars (1977)|userCF_rec;Schindler's List (1993)|userCF_rec;Shawshank Redemption, The (1994)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;Casablanca (1942)|userCF_rec;Fargo (1996)|userCF_rec;L.A. Confidential (1997)|hotest_rec"
160,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Raiders of the Lost Ark (1981)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Titanic (1997)|userCF_rec;Empire Strikes Back, The (1980)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Amadeus (1984)|userCF_rec;Fargo (1996)|hotest_rec;Blade Runner (1982)|userCF_rec"
161,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Rear Window (1954)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Blade Runner (1982)|userCF_rec;To Kill a Mockingbird (1962)|userCF_rec;Close Shave, A (1995)|userCF_rec"
162,"Schindler's List (1993)|userCF_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec;Rear Window (1954)|userCF_rec"
163,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|userCF_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec;Rear Window (1954)|userCF_rec;Amadeus (1984)|userCF_rec"
164,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec;Rear Window (1954)|userCF_rec"
165,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec;Rear Window (1954)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec"
166,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Usual Suspects, The (1995)|userCF_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Casablanca (1942)|userCF_rec;Fargo (1996)|userCF_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec"
167,"Star Wars (1977)|userCF_rec;Schindler's List (1993)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Godfather, The (1972)|userCF_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec"
168,"Star Wars (1977)|userCF_rec;Schindler's List (1993)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec;Rear Window (1954)|userCF_rec"
169,"Schindler's List (1993)|userCF_rec;Shawshank Redemption, The (1994)|userCF_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Amadeus (1984)|userCF_rec;Blade Runner (1982)|userCF_rec"
170,"Star Wars (1977)|userCF_rec;Schindler's List (1993)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Godfather, The (1972)|userCF_rec;Silence of the Lambs, The (1991)|userCF_rec;Raiders of the Lost Ark (1981)|userCF_rec;Usual Suspects, The (1995)|userCF_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Casablanca (1942)|userCF_rec"
171,"Star Wars (1977)|userCF_rec;Schindler's List (1993)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Godfather, The (1972)|userCF_rec;Silence of the Lambs, The (1991)|userCF_rec;Raiders of the Lost Ark (1981)|hotest_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|userCF_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec"
172,"Schindler's List (1993)|hotest_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Titanic (1997)|hotest_rec;Empire Strikes Back, The (1980)|hotest_rec;Princess Bride, The (1987)|hotest_rec;L.A. Confidential (1997)|hotest_rec;Fargo (1996)|hotest_rec;Usual Suspects, The (1995)|userCF_rec"
