user_id,item_list
461,814;1536;1500;1599;1467;1653;1449;1642;1398;1122
462,1500;119;814;1367;1449;1536;1398;1554;1293;1651
463,1536;814;1599;1500;1467;1653;1449;1642;1398;1122
464,1306;1500;119;814;1367;1449;1536;1398;851;1651
465,1536;814;1500;1599;1467;1653;1642;1449;1398;1367
466,814;1536;1599;1500;1467;1653;1449;1642;1398;1122
467,1500;814;1536;1599;1653;1467;1449;1642;1398;1122
468,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
469,318;1306;1189;1500;814;1367;1449;1536;1398;1293
470,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
471,1500;1463;814;1536;1599;1467;1367;1642;1233;1449
472,474;98;515;427;480;498;23;479;483;408
473,1500;814;1449;1536;1599;1642;1653;1467;1398;1367
474,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
475,814;1536;1599;1467;1500;1653;1642;1449;1639;1398
476,1500;814;1536;1599;1467;1449;1642;1398;1122;119
477,98;603;515;427;480;496;174;479;272;172
478,814;1536;1599;1500;1467;1653;1642;1449;1398;1293
479,814;1536;1599;1500;1467;1653;1449;1642;1398;1122
480,814;1536;1599;1500;1467;1653;1449;1642;1293;1398
481,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
482,1500;814;1536;1599;1467;1653;1449;1642;1122;1398
483,1536;814;1500;1599;1467;1653;1449;1642;1639;1398
484,1500;119;814;1449;1536;1398;1651;1599;1642;1653
485,814;1536;1467;1599;1500;1653;1449;1642;1306;1367
486,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
487,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
488,1536;814;1500;1599;1467;1653;1642;1449;1398;1122
489,318;1189;1500;119;814;1367;1449;1536;1398;1450
490,1536;814;1599;1467;1500;1653;1449;1642;1367;1398
491,1500;814;1536;1599;1653;1467;1642;1398;1449;1306
492,814;1536;1500;1599;1467;1653;1642;1449;1398;1367
493,1500;814;1536;1599;1642;1653;1467;1449;1398;1122
494,1500;814;1536;1599;1642;1653;1467;1449;1398;1122
495,1189;1500;1463;119;814;1367;1449;1536;1398;1651
496,1536;814;1599;1500;1467;1653;1449;1642;1656;1398
497,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
498,1536;814;1599;1500;1467;1653;1449;1642;1398;1367
499,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
500,814;1536;1500;1599;1467;1653;1642;1449;1398;1122
501,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
502,1500;814;1599;1653;1467;1449;1642;1398;1122;1651
503,1500;814;1449;1536;1398;1599;1642;1653;1467;1367
504,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
505,814;1536;1500;1599;1467;1653;1642;1449;1398;1122
506,1500;814;1536;1599;1653;1467;1449;1642;1398;1122
507,474;265;86;144;95;98;194;603;1137;423
508,1500;814;1536;1599;1467;1653;1449;1642;1398;1293
509,1536;814;1599;1500;1467;1653;1449;1642;1398;1122
510,814;1536;1467;1500;1599;1639;1653;1449;1398;1642
511,318;1500;814;1368;1367;1449;1536;1398;1651;1599
512,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
513,174;172;483;64;169;251;1306;1189;1062;1500
514,1500;814;1536;1599;1642;1653;1467;1449;1398;1122
515,814;1536;1500;1599;1467;1653;1642;1367;1449;1398
516,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
517,814;1536;1599;1500;1467;1642;1653;1449;1398;1367
518,1500;1463;814;1449;1536;1398;1599;1642;1653;1467
519,474;246;98;515;480;174;272;172;48;483
520,1500;814;1536;1599;1491;1642;1653;1467;1449;1398
521,1536;814;1599;1500;1467;1653;1449;1642;1398;1122
522,1500;1463;814;1449;1536;1398;1233;1599;1656;1642
523,483;318;12;251;513;963;1189;1500;119;814
524,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
525,814;1536;1500;1599;1467;1653;1642;1449;1398;1122
526,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
527,1500;814;1536;1599;1467;1653;1449;1642;1398;1122
528,1500;814;1536;1599;1467;1653;1449;1642;1398;1122
529,1500;814;1367;1449;1536;1398;1599;1642;1653;1639
530,1500;1463;814;1536;1599;1467;1449;1642;1398;1656
531,1500;814;1536;1599;1653;1467;1642;1449;1398;1367
532,174;408;178;64;169;963;1306;1500;119;814
533,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
534,483;408;178;318;64;357;169;50;22;659
535,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
536,1500;1463;814;1449;1536;1599;1642;1653;1467;1398
537,1536;814;1599;1500;1467;1653;1449;1642;1398;1122
538,814;1536;1599;1500;1467;1653;1642;1449;1398;1656
539,1500;814;1536;1599;1642;1653;1467;1449;1398;1367
540,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
541,1500;814;1449;1536;1599;1642;1653;1467;1398;1656
542,814;1536;1599;1500;1467;1653;1642;1449;1398;1367
543,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
544,1536;814;1500;1599;1467;1653;1449;1642;1398;1122
545,1500;814;1536;1599;1653;1467;1642;1449;1398;1293
546,408;318;1306;1189;1500;119;814;1367;1449;1524
547,1500;814;1536;1599;1653;1467;1642;1367;1398;1449
548,1500;814;1449;1536;1599;1642;1653;1467;1306;1398
549,1500;814;1449;1536;1599;1642;1653;1467;1398;1656
550,1500;814;1449;1536;1398;1599;1642;1653;1639;1467
551,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
552,814;1536;1500;1599;1467;1653;1642;1449;1398;1122
553,1500;1463;814;1449;1536;1599;1642;1653;1467;1398
554,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
555,1500;814;1367;1449;1536;1398;1651;1599;1642;1653
556,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
557,1500;814;1449;1536;1599;1642;1653;1467;1398;1367
558,1306;1500;814;1449;1536;1398;851;1599;1491;1642
559,814;1536;1599;1467;1500;1653;1449;1642;1398;1122
560,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
561,1536;814;1599;1500;1467;1653;1642;1398;1122;1367
562,814;1536;1599;1500;1467;1653;1642;1449;1293;1398
563,1500;119;814;1449;1536;1398;1599;1656;1642;1653
564,1500;814;1536;1599;1467;1653;1449;1642;1398;1122
565,603;483;64;169;12;1306;1189;1062;1500;1463
566,814;1536;1599;1500;1467;1653;1642;1449;1398;1293
567,1500;814;1536;1599;1653;1467;1449;1642;1398;1367
568,1536;814;1467;1599;1500;1653;1449;1642;1398;1367
569,1500;814;1536;1599;1642;1467;1653;1449;1398;1122
570,1536;814;1599;1500;1467;1653;1449;1642;1398;1306
571,1463;814;1536;1599;1500;1467;1642;1449;1233;1398
572,1306;814;1536;1500;1599;1467;1653;851;1642;1449
573,814;1536;1599;1500;1467;1653;1449;1642;1398;1293
574,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
575,1536;814;1500;1599;1467;1653;1463;1642;1449;1293
576,1500;1463;814;1536;1599;1467;1449;1642;1398;1656
577,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
578,1536;814;1467;1500;1599;1653;1449;1642;1398;1122
579,814;1536;1500;1599;1467;1653;1642;1449;1398;1122
580,1500;814;1449;1536;1554;1599;1642;1653;1467;1398
581,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
582,814;1536;1467;1599;1500;1653;1642;1449;1398;1122
583,1306;1500;119;814;1367;1449;1536;1398;851;1651
584,1500;814;1536;1599;1467;1653;1449;1367;1642;1398
585,1500;814;1536;1599;1467;1653;1642;1398;1122;1367
586,814;1536;1599;1500;1467;1653;1642;1449;1398;1656
587,814;1536;1599;1500;1467;1653;1642;1449;1398;1367
588,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
589,1500;814;1449;1536;1599;1653;1467;1642;1398;1122
590,1500;814;1536;1599;1467;1653;1642;1449;1398;1639
591,1500;814;1536;1599;1467;1653;1642;1449;1293;1398
592,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
593,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
594,814;1536;1500;1599;1467;1653;1449;1642;1398;1306
595,814;1536;1599;1500;1467;1653;1642;1449;1398;1656
596,1500;814;1536;1599;1653;1467;1449;1398;1642;1122
597,1500;814;1449;1536;1398;1599;1642;1653;1467;1367
598,1500;814;1367;1449;1536;1398;1599;1642;1653;1467
599,483;408;187;114;1189;1500;1463;119;814;1367
600,1500;814;1449;1536;1599;1653;1467;1642;1293;1398
601,1536;814;1463;1599;1500;1467;1653;1449;1642;1398
602,318;1500;1463;119;814;1367;1449;1536;1398;1554
603,1500;814;1449;1536;1599;1467;1642;1398;1306;1639
604,814;1536;1467;1599;1500;1642;1639;1463;1449;1398
605,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
606,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
607,1500;814;1536;1599;1467;1653;1449;1642;1398;1367
608,814;1536;1500;1599;1467;1653;1642;1449;1398;1122
609,1536;814;1599;1500;1653;1467;1449;1642;1398;1367
610,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
611,1500;814;1367;1449;1536;1398;1599;1642;1653;1467
612,1500;814;1536;1599;1463;1467;1642;1449;1398;318
613,1306;1500;119;814;1449;1536;1398;1599;1642;1653
614,814;1536;1599;1500;1467;1653;1642;851;1449;1398
615,1500;814;1449;1536;1599;1642;1653;1467;1398;1367
616,1500;814;1536;1398;1599;1642;1653;1467;1449;1122
617,1536;814;1599;1500;1467;1653;1449;1642;1398;1122
618,1536;814;1599;1500;1467;1653;1449;1642;1398;1122
619,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
620,318;1189;1500;119;814;1367;1449;1536;1398;1651
621,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
622,814;1536;1599;1500;1467;1653;1642;1449;1398;1656
623,1500;814;1536;1599;1467;1653;1642;1449;1398;1293
624,1500;814;1536;1599;1642;1653;1467;1449;1398;1122
625,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
626,1536;814;1500;1599;1653;1449;1467;1642;1398;1122
627,814;1536;1599;1500;1467;1653;1449;1642;1398;1122
628,603;515;480;174;272;48;483;408;178;127
629,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
630,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
631,814;1536;1500;1599;1467;1653;1398;1449;1642;1367
632,814;1536;1599;1500;1467;1653;1449;1642;1398;1656
633,814;1536;1599;1500;1467;1463;1653;1642;1449;1398
634,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
635,1500;814;1536;1599;1467;1653;1642;1398;1367;1449
636,64;1189;1500;119;814;1367;1158;1449;1536;1398
637,1536;814;1599;1500;1467;1653;1642;1449;1398;318
638,1463;814;1536;1599;1500;1467;1642;1449;1233;1398
639,1536;814;1500;1599;1467;1653;1449;1642;1398;1367
640,483;408;1189;1500;119;814;1367;1449;1536;1398
641,1500;814;1449;1536;1599;1642;1653;1467;1398;1367
642,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
643,1500;814;1536;1599;1653;1467;1642;1449;1656;1398
644,1306;1189;1500;119;814;1367;1449;1524;1536;1398
645,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
646,814;1536;1467;1500;1599;1653;1398;1642;1449;1122
647,1500;1463;814;1449;1536;1599;1642;1653;1467;1398
648,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
649,1500;814;1449;1536;1398;1599;1642;1467;1656;1463
650,1536;814;1599;1500;1467;1653;1449;1642;1398;1122
651,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
652,814;1536;1599;1500;1467;1653;1642;1639;1449;1398
653,1536;814;1599;1500;1467;1653;1642;1449;1398;1122
654,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
655,1536;814;1599;1500;1467;1653;1449;1398;1122;1367
656,1536;814;1500;1599;1653;1467;1642;1449;1367;1122
657,814;1536;1500;1599;1467;1653;1642;1449;1398;1122
658,1500;1463;814;1536;1599;1467;1653;1642;1449;1398
659,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
660,1536;814;1599;1500;1467;1653;1449;1642;1398;1122
661,1500;814;1536;1599;1653;1467;1449;1642;1398;1122
662,1500;814;1449;1536;1599;1642;1653;1467;1367;1398
663,1500;814;1536;1599;1467;1653;1449;1642;1398;1122
664,1500;814;1536;1599;1467;1653;1449;1642;1398;1122
665,814;1536;1500;1599;1467;1653;1642;1449;1398;1122
666,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
667,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
668,1500;814;1536;1599;1467;1653;1449;1642;1398;1122
669,1536;814;1599;1500;1467;1653;1449;1642;1398;1122
670,1500;1463;814;1536;1599;1467;1653;1642;1449;1398
671,1500;1463;814;1449;1536;1599;1653;1467;1642;1398
672,814;1536;1500;1599;1467;1653;1642;1449;851;1398
673,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
674,1500;814;1449;1536;1599;1642;1467;1398;1639;1367
675,1500;814;1536;1599;1467;1642;1449;1398;1639;1122
676,1500;814;1536;1599;1467;1653;1449;1642;1398;1122
677,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
678,814;1536;1599;1500;1467;1642;1449;1398;1122;1463
679,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
680,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
681,1500;814;1536;1599;1467;1653;1642;1449;1398;851
682,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
683,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
684,1500;1463;814;1536;1599;1467;1642;1449;1398;1656
685,1536;814;1599;1467;1500;1639;1653;1449;1642;1367
686,515;483;169;1189;1500;1463;119;814;1367;1449
687,1500;814;1367;1536;1599;1653;1467;1642;1398;1122
688,474;234;98;603;32;1137;100;181;515;919
689,1500;814;1449;1536;1398;1554;1599;1642;1653;1639
690,814;1536;1599;1500;1467;1653;1642;1449;1656;1398
691,1500;1463;814;1367;1449;1536;1398;1599;1656;1642
692,814;1536;1599;1500;1467;1653;1642;1449;1463;1398
693,1536;814;1599;1500;1467;1653;1449;1642;1398;1122
694,1500;1463;814;1449;1536;1398;1293;1599;1642;1653
695,1500;814;1536;1599;1467;1653;1642;1449;1398;1367
696,1500;814;1449;1536;1398;1599;1642;1653;1467;408
697,318;1500;119;814;1367;1449;1536;1398;1599;1642
698,1536;814;1500;1599;1467;1653;1449;1642;1398;1122
699,814;1536;1500;1599;1467;1653;1642;1449;1398;1367
700,1463;814;1536;1599;1500;1467;1653;1449;1642;1398
701,1500;814;1449;1536;1398;1599;1642;1629;1653;1467
702,1536;814;1599;1500;1467;1653;1642;1449;1398;408
703,1500;1463;814;1536;1599;1653;1467;1642;1449;1398
704,814;1536;1599;1500;1467;1653;1449;1642;1398;1122
705,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
706,1500;814;1536;1599;1467;1653;1463;1449;1639;1398
707,814;1536;1500;1599;1467;1653;1449;1398;1367;1122
708,1500;814;1536;1599;1467;1653;1642;1449;1398;1367
709,1500;814;1536;1599;1653;1467;1642;1449;1398;1656
710,814;1536;1599;1500;1467;1653;1449;1642;1398;1122
711,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
712,1500;814;1367;1449;1536;1398;1599;1656;1642;1467
713,1536;814;1500;1599;1653;1642;1367;1449;1467;1398
714,1500;1463;814;1536;1599;1653;1467;1554;1449;1639
715,814;1536;1599;1500;1467;1653;1642;1449;1398;1656
716,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
717,1500;814;1367;1449;1536;1398;1599;1642;1653;1467
718,1306;1500;814;1449;1536;1398;851;1599;1642;1653
719,1536;814;1599;1500;1467;1653;1642;1449;1463;1293
720,1500;814;1367;1449;1536;1398;1599;1642;1653;1467
721,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
722,1306;1500;814;1449;1536;1398;851;1599;1642;1653
723,814;1536;1500;1599;1467;1653;1449;1642;1293;1367
724,1536;814;1500;1599;1467;1653;1642;1449;1398;64
725,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
726,814;1536;851;1500;1599;1467;1367;1642;1639;1398
727,814;1536;1599;1500;1467;1653;1449;1642;1398;1122
728,1306;1500;814;1449;1536;851;1599;1642;1653;1467
729,814;1536;1599;1500;1467;1642;1653;1398;1449;1122
730,814;1536;1500;1599;1467;1653;1642;1449;1398;1122
731,1463;1536;814;1500;1599;1467;1653;1642;1449;1398
732,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
733,1536;814;1599;1500;1467;1653;1642;1449;1398;1306
734,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
735,814;1536;1500;1599;1467;1653;1642;1449;1398;1639
736,814;1536;1500;1599;1653;1467;1642;1449;1398;1122
737,1500;814;1536;1599;1467;1653;1463;1642;1449;1398
738,1500;814;1536;1599;1467;1653;1642;1449;1398;1367
739,814;1536;1599;1500;1467;1653;1642;1449;1398;1367
740,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
741,814;1536;1599;1500;1467;1653;1449;1642;1398;483
742,814;1536;1599;1500;1467;1653;1642;1449;1463;1656
743,1500;814;1536;1599;1642;1653;1467;1449;1398;1367
744,1500;814;1536;1599;1467;1449;1642;1398;1122;1367
745,1536;814;1500;1599;1467;1653;1449;1642;1293;1398
746,1500;1463;814;1536;1599;1467;1642;1449;1233;1398
747,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
748,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
749,1500;1463;814;1449;1536;1599;1642;1653;1467;1398
750,1500;814;1536;1467;1599;1653;1449;1642;1398;1122
751,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
752,814;1536;1500;1599;1467;1653;1642;1449;1398;1367
753,814;1536;1500;1599;1467;1653;1642;1449;1398;1122
754,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
755,814;1536;1500;1599;1642;1653;1467;1449;1398;1122
756,814;1536;1500;1599;1467;1463;1653;1642;1449;1398
757,814;1536;1599;1500;1467;1653;1449;1642;1398;1122
758,1500;814;1367;1449;1536;1398;1599;1642;1653;1467
759,1500;1463;119;814;1367;1449;1536;1398;1651;1599
760,814;1536;1599;1500;1467;1653;1642;1463;1449;1398
761,1536;814;1599;1500;1467;1653;1642;1449;1398;1656
762,814;1536;1467;1500;1599;1653;1642;1449;1398;1122
763,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
764,1500;814;1536;1599;1642;1653;1467;1449;1398;1293
765,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
766,1536;814;1599;1500;1467;1653;1642;1449;1398;1122
767,1306;1500;119;814;1449;1536;1398;1293;1651;1599
768,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
769,1306;814;1536;1599;1500;1467;1642;1653;851;1449
770,474;603;483;408;178;318;64;169;251;513
771,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
772,64;1500;814;1368;1367;1449;1524;1536;1398;1293
773,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
774,1536;814;1599;1463;1500;1467;1653;1449;1642;1293
775,1500;814;1536;1398;1599;1642;1653;1449;1467;1122
776,814;1536;1599;1500;1467;1653;1642;1449;1463;1398
777,1500;814;1449;1536;1599;1642;1653;1467;1306;1398
778,1536;814;1599;1500;1467;1449;1642;1656;1398;1122
779,1500;1463;119;814;1367;1449;1536;1398;1599;1642
780,1500;814;1536;1599;1467;1653;1449;1642;1398;1122
781,814;1536;1599;1467;1653;1449;1642;1398;1122;119
782,1536;814;1500;1599;1467;1653;1642;1449;1398;1122
783,318;1306;1500;119;814;1449;1536;1398;1064;1293
784,1500;814;1367;1449;1536;1398;851;1599;1642;1653
785,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
786,1500;814;1449;1536;1599;1642;1653;1467;1398;1293
787,814;1536;1500;1599;1467;1653;1367;1642;1449;1398
788,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
789,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
790,1536;814;1599;1500;1467;1653;1642;1449;1398;1122
791,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
792,1306;1463;814;1536;1429;1599;1467;1500;851;1642
793,1500;1463;814;1536;1599;1653;1467;1642;1449;1398
794,1306;1500;119;814;1367;1449;1536;1398;1293;1358
795,1463;814;1536;1599;1500;1467;1653;1642;1449;1398
796,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
797,1536;814;1599;1500;1467;1653;1449;1642;1398;172
798,1500;814;1536;1599;1467;1653;1642;1449;1398;1293
799,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
800,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
801,272;318;64;1189;1500;119;814;1449;1398;1458
802,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
803,1500;814;1536;1599;1642;1653;1449;1398;1467;851
804,1500;814;1449;1536;1599;1642;1653;1467;1398;1367
805,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
806,1500;814;1536;1599;1467;1653;1449;1642;1398;1122
807,1500;814;1449;1536;1398;1651;1599;1642;1653;1650
808,318;1500;814;1449;1536;1398;1293;1651;1599;1642
809,1500;814;1536;1599;1467;1653;1449;1642;1398;1122
810,474;603;515;512;480;132;272;483;408;318
811,603;427;483;408;318;64;169;923;114;320
812,1500;814;1367;1536;1599;1642;1653;1639;1467;1449
813,814;1536;1491;1500;1467;1653;1642;1554;1449;1398
814,814;1536;1599;1500;1463;1467;1642;1449;1398;1656
815,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
816,1500;814;1368;1449;1398;1651;1599;1642;1653;1650
817,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
818,1500;814;1536;1599;1467;1653;1642;1398;1449;1367
819,1500;814;1449;1536;1398;1450;1599;1642;1653;1467
820,814;1536;1639;1599;1500;1467;1653;1642;1449;1398
821,515;169;1189;1500;1463;119;814;1367;1449;1536
822,814;1536;1500;1491;1599;1467;1642;1653;1449;1367
823,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
824,814;1536;1639;1599;1500;1467;1653;1367;1449;851
825,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
826,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
827,814;1536;1500;1599;1467;1653;1367;1642;1398;1449
828,1536;814;1500;1599;1467;1653;1642;1449;1398;1367
829,814;1536;1500;1599;1467;1653;1642;1449;1398;1306
830,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
831,814;1536;1599;1500;1467;1653;1449;1642;1398;1122
832,814;1536;1500;1599;1467;1653;1449;1398;1642;1122
833,1536;814;1599;1500;1467;1653;1642;1449;1398;1122
834,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
835,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
836,1500;814;1536;1599;1653;1467;1449;1642;1398;1293
837,814;1536;1500;1599;1467;1653;1642;1449;1398;1122
838,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
839,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
840,1500;814;1449;1536;1398;1293;1599;1642;1653;1467
841,1500;814;1367;1449;1536;1398;1599;1642;1653;1467
842,1500;814;1449;1536;1398;1599;1642;1653;1467;1306
843,1536;814;1500;1599;1467;1653;1449;1642;1398;1122
844,814;1536;1599;1500;1467;1653;1642;1449;1398;1293
845,814;1536;1491;1500;1599;1639;1467;1653;1642;1449
846,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
847,1536;814;1463;1599;1500;1467;1653;1642;1449;1398
848,1306;1500;1463;119;814;1367;1449;1536;1398;1293
849,515;480;498;132;272;483;408;178;318;520
850,408;1189;1500;1463;119;814;1367;1449;1536;1398
851,1500;814;1536;1599;1642;1653;1467;1449;1398;1122
852,1500;814;1449;1536;1599;1642;1653;1467;1398;1656
853,814;1536;1467;1599;1500;1639;1653;1449;1642;1122
854,1536;814;1599;1500;1467;1653;1642;1449;1398;1122
855,1463;814;1536;1500;1599;1467;1653;1449;1642;1656
856,1500;814;1536;1599;1467;1653;1449;1398;1642;1122
857,1500;814;1536;1599;1642;1653;1467;1398;1449;851
858,1500;814;1536;1599;1467;1653;1642;1449;408;1398
859,483;1306;1500;119;814;1449;1536;1398;1651;1599
860,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
861,1500;814;1367;1449;1536;1398;1293;1599;1491;1642
862,427;408;318;169;251;963;1306;1189;1500;1463
863,814;1536;1500;1599;1467;1653;1642;1449;1367;1398
864,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
865,1536;814;1599;1500;1467;1653;1642;1449;1367;851
866,1536;814;1491;1500;1599;1653;1449;1642;1367;1639
867,1306;1500;119;814;1367;1449;1536;1398;1651;1599
868,1536;814;1599;1500;1467;1653;1642;1449;1398;1122
869,1536;814;1599;1500;1467;1653;1449;1642;1398;1122
870,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
871,814;1536;1599;1500;1467;1653;1449;1642;1398;1122
872,1500;814;1536;1599;1642;1653;1467;1639;1398;1449
873,814;1536;1599;1500;1467;1653;1367;1449;1642;1639
874,1500;814;1536;1599;1653;1467;1642;1449;1398;1367
875,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
876,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
877,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
878,1536;814;1500;1599;1467;1653;1642;1449;1398;1293
879,1500;814;1449;1536;1599;1642;1467;1398;1122;1367
880,1500;814;1536;1599;1642;1653;1467;1449;1398;1122
881,814;1536;1599;1500;1467;1653;1449;1642;1398;1122
882,1500;1463;119;814;1449;1536;1398;1293;1651;1599
883,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
884,1500;814;1536;1599;1653;1642;1467;1449;1398;1306
885,814;1536;1500;1599;1467;1653;1642;1449;1398;1122
886,814;1536;1599;1500;1653;1449;1642;1656;1398;1367
887,483;1189;1500;1463;119;814;1367;1449;1524;1536
888,1500;814;1367;1449;1536;1398;1293;1651;1599;1642
889,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
890,1500;814;1536;1599;1653;1467;1449;1642;1398;1122
891,483;178;318;12;1189;1500;119;814;1367;1449
892,1500;1463;814;1449;1536;1398;1599;1642;1653;1467
893,1500;814;1536;1599;1642;1653;1467;1449;1398;1122
894,1500;814;1536;1599;1653;1467;1642;1449;1398;1306
895,1500;814;1449;1536;1554;1599;1642;1467;1398;1656
896,1536;814;1599;1500;1467;1653;1642;1449;1398;1122
897,1500;1463;814;1367;1449;1536;1398;1599;1656;1642
898,1500;814;1536;1599;1653;1467;1367;1398;1642;1449
899,814;1536;1599;1500;1467;1653;1642;1449;1656;1398
900,1536;814;1599;1500;1467;1653;1463;1449;1642;1656
901,1500;1463;814;1449;1536;1398;1599;1656;1642;1653
902,814;1536;1467;1599;1500;1653;1642;1449;1398;1122
903,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
904,1500;1463;814;1449;1536;1398;1599;1642;1467;1122
905,814;1536;1599;1500;1467;1653;1449;1642;1398;1122
906,1306;1500;814;1449;1536;1398;851;1599;1642;1653
907,242;474;194;603;1137;196;515;512;480;498
908,814;1536;1500;1599;1467;1653;1642;1449;1398;1463
909,1306;1500;119;814;1367;1449;1536;1398;1458;1293
910,1536;814;1599;1500;1467;1653;1449;1642;1398;1122
911,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
912,814;1536;1599;1500;1467;1653;1642;1449;1398;1656
913,814;1536;1599;1500;1467;1653;1449;1642;1398;1293
914,814;1536;1500;1599;1467;1642;1449;1398;1122;169
915,814;1536;1500;1599;1467;1653;1449;1642;1398;1122
916,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
917,1500;814;1536;1599;1642;1653;1467;1449;1656;1398
918,1536;814;1500;1599;1467;1653;1642;1449;1398;1122
